latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.85413,8.592234,467.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-10-23,17.2,8.3,12.8,0.00,0.00
2018-10-24,15.2,10.5,13.1,1.20,0.00
2018-10-25,19.7,9.4,13.9,0.00,0.00
2018-10-26,19.7,8.9,14.9,0.10,0.00
2018-10-27,14.5,6.1,8.5,7.20,24.15
2018-10-28,9.4,5.5,6.9,4.80,20.51
2018-10-29,11.4,8.3,9.7,42.30,1.33
2018-10-30,10.5,5.7,8.6,6.00,8.89
2018-10-31,11.3,7.3,9.4,1.00,0.00
2018-11-01,12.9,8.3,10.4,10.60,0.00
2018-11-02,13.0,8.4,10.0,2.30,0.00
2018-11-03,14.7,7.5,10.6,2.10,0.07
2018-11-04,17.6,7.6,11.8,0.30,0.00
2018-11-05,15.7,8.9,12.3,2.50,0.00
2018-11-06,14.7,11.2,12.9,2.50,0.00
2018-11-07,15.1,8.7,12.0,4.00,0.00
2018-11-08,14.1,9.0,11.3,0.90,0.00
2018-11-09,14.8,8.6,11.4,0.00,0.00
2018-11-10,14.8,8.7,11.7,0.00,0.00
2018-11-11,15.5,9.1,12.6,0.40,0.00
2018-11-12,15.9,12.1,13.6,0.30,0.00
2018-11-13,14.9,9.5,11.6,1.20,0.00
2018-11-14,17.4,4.1,10.0,0.00,0.00
2018-11-15,16.4,4.8,10.2,0.00,0.00
2018-11-16,14.7,4.9,9.6,0.00,0.00
2018-11-17,9.9,3.1,6.1,0.00,0.00
2018-11-18,10.8,2.2,5.0,0.00,0.00
2018-11-19,5.5,2.0,3.3,0.10,1.82
2018-11-20,9.0,0.8,4.5,0.00,0.00
2018-11-21,12.4,3.0,7.0,0.00,0.91
2018-11-22,12.0,4.3,8.2,0.20,0.42
2018-11-23,9.9,3.9,6.9,0.00,0.42
2018-11-24,11.1,7.2,9.1,0.20,2.03
2018-11-25,10.0,3.6,7.1,0.00,0.00
2018-11-26,5.6,3.5,5.0,0.00,2.03
2018-11-27,4.5,3.7,4.0,0.00,6.72
2018-11-28,9.7,-1.1,4.7,0.00,0.00
2018-11-29,14.0,4.3,8.9,0.00,0.00
2018-11-30,9.2,6.5,7.6,0.00,1.40
2018-12-01,9.3,4.0,6.8,0.00,1.61
2018-12-02,9.0,4.0,7.4,9.00,3.15
2018-12-03,13.9,7.1,9.9,22.00,2.10
2018-12-04,9.3,6.3,7.4,2.70,11.27
2018-12-05,12.9,6.3,8.7,0.00,0.00
2018-12-06,11.1,5.6,8.3,1.10,0.98
2018-12-07,12.9,3.9,7.4,0.70,0.14
2018-12-08,6.2,2.2,4.2,0.20,6.51
2018-12-09,5.5,3.9,4.9,0.00,18.41
2018-12-10,4.6,2.1,3.0,0.00,22.54
2018-12-11,2.0,-1.7,0.8,0.00,14.49
2018-12-12,1.0,-7.9,-3.4,0.00,0.00
2018-12-13,0.8,-12.9,-5.9,0.00,0.28
2018-12-14,2.0,-3.3,-0.8,0.00,0.77
2018-12-15,1.2,-9.4,-5.6,0.00,0.00
2018-12-16,7.0,-3.3,2.7,0.10,6.23
2018-12-17,5.5,1.7,3.9,0.00,3.43
2018-12-18,4.2,-3.2,0.4,0.00,0.00
2018-12-19,4.6,-2.5,1.8,0.00,1.96
2018-12-20,6.6,-1.8,1.8,0.00,0.00
2018-12-21,8.1,-3.9,2.4,5.50,4.90
2018-12-22,10.7,5.2,7.7,4.10,4.90
2018-12-23,9.4,5.4,8.0,3.90,2.87
2018-12-24,9.7,2.9,6.8,14.00,14.14
2018-12-25,7.0,-1.7,2.9,0.00,0.00
2018-12-26,8.4,-1.6,1.4,0.00,0.00
2018-12-27,7.5,-2.1,1.4,0.00,0.00
2018-12-28,9.1,1.0,4.0,0.00,0.00
2018-12-29,7.7,-1.9,3.3,0.00,0.00
2018-12-30,6.2,0.4,3.2,0.00,1.05
2018-12-31,6.9,2.5,5.0,0.00,1.75
2019-01-01,8.5,2.0,4.7,0.00,0.00
2019-01-02,2.7,-1.4,0.7,0.00,23.10
2019-01-03,-1.2,-5.6,-2.8,0.00,1.12
2019-01-04,1.0,-3.5,-1.2,0.00,0.35
2019-01-05,0.7,-5.0,-0.9,0.00,7.98
2019-01-06,2.7,0.6,1.7,0.00,9.38
2019-01-07,4.6,1.5,2.4,0.00,0.98
2019-01-08,4.1,0.7,2.4,0.00,11.20
2019-01-09,1.7,-2.1,-0.3,0.00,32.41
2019-01-10,-0.6,-1.9,-1.0,0.00,11.48
2019-01-11,-0.4,-2.2,-1.2,0.00,3.92
2019-01-12,3.7,-0.6,1.7,0.00,2.66
2019-01-13,6.1,2.2,3.9,0.00,20.51
2019-01-14,5.4,1.0,3.4,0.20,28.63
2019-01-15,3.5,-1.6,1.3,0.00,6.79
2019-01-16,8.1,-2.5,1.0,0.00,0.00
2019-01-17,6.8,0.7,2.8,0.00,3.85
2019-01-18,1.5,-1.7,-0.2,0.10,3.71
2019-01-19,3.3,-4.2,0.4,0.00,0.00
2019-01-20,4.1,-6.0,-1.9,0.00,0.00
2019-01-21,2.2,-6.6,-1.2,0.00,0.00
2019-01-22,2.1,-8.0,-3.5,0.00,0.00
2019-01-23,0.5,-8.3,-3.5,0.00,0.28
2019-01-24,-1.7,-4.6,-2.9,0.00,1.47
2019-01-25,-1.4,-6.8,-3.4,0.00,1.47
2019-01-26,5.4,-3.1,0.7,0.00,0.49
2019-01-27,5.2,-2.7,1.0,0.00,6.72
2019-01-28,0.7,-1.2,-0.1,0.00,8.54
2019-01-29,2.4,-2.6,-0.2,0.00,7.56
2019-01-30,2.1,-6.7,-0.4,0.00,0.28
2019-01-31,1.5,-8.8,-3.2,0.00,0.70
2019-02-01,5.2,-0.5,2.8,0.00,4.76
2019-02-02,7.6,0.9,4.1,0.00,1.05
2019-02-03,3.6,-0.1,1.9,0.20,28.00
2019-02-04,5.1,-2.5,0.8,0.00,0.91
2019-02-05,7.9,-3.6,1.0,0.00,0.00
2019-02-06,8.4,-4.1,0.4,0.00,0.00
2019-02-07,7.2,-3.2,1.4,0.00,2.45
2019-02-08,8.7,-1.9,2.8,0.00,0.91
2019-02-09,9.8,-0.2,4.0,0.00,0.14
2019-02-10,8.2,1.4,4.6,0.00,4.55
2019-02-11,2.6,-0.1,1.3,0.00,11.55
2019-02-12,3.1,-0.7,1.1,0.00,2.03
2019-02-13,10.2,-2.2,2.4,0.00,0.00
2019-02-14,12.2,-1.1,3.5,0.00,0.00
2019-02-15,15.1,0.3,5.3,0.00,0.00
2019-02-16,14.2,-0.6,3.7,0.00,0.00
2019-02-17,14.0,-1.3,3.3,0.00,0.00
2019-02-18,13.3,0.1,4.5,0.00,0.00
2019-02-19,10.3,-1.1,3.4,0.00,0.00
2019-02-20,11.0,-1.2,3.5,0.00,0.00
2019-02-21,11.8,-0.0,4.7,0.00,0.00
2019-02-22,9.6,1.6,6.2,0.40,0.21
2019-02-23,11.8,3.6,7.3,0.00,0.00
2019-02-24,13.6,4.0,8.9,0.00,0.00
2019-02-25,15.3,5.2,9.5,0.00,0.00
2019-02-26,16.3,5.6,9.9,0.00,0.00
2019-02-27,17.1,6.0,10.6,0.00,0.00
2019-02-28,15.7,4.7,9.5,0.10,0.07
2019-03-01,7.6,5.3,6.3,0.20,12.60
2019-03-02,7.5,4.9,6.3,0.00,1.12
2019-03-03,13.6,2.5,7.4,0.00,0.00
2019-03-04,10.0,3.4,6.5,0.30,1.96
2019-03-05,9.1,1.7,4.9,0.00,1.12
2019-03-06,9.4,1.6,6.3,0.00,0.07
2019-03-07,10.7,5.0,8.1,1.10,8.96
2019-03-08,7.7,2.1,5.4,0.00,2.24
2019-03-09,11.4,3.7,7.1,1.00,1.96
2019-03-10,13.4,4.8,8.5,2.70,2.52
2019-03-11,5.4,0.7,2.5,0.00,18.48
2019-03-12,8.3,-2.0,3.0,0.10,2.03
2019-03-13,5.5,2.1,4.0,0.10,7.35
2019-03-14,6.0,1.7,3.3,0.00,10.85
2019-03-15,8.8,4.6,6.6,0.90,18.34
2019-03-16,15.4,4.7,9.3,0.70,0.28
2019-03-17,12.3,4.1,8.1,0.70,5.11
2019-03-18,4.5,2.5,3.4,0.20,3.71
2019-03-19,5.3,-0.2,3.1,0.00,0.35
2019-03-20,6.7,-3.7,2.2,0.00,0.00
2019-03-21,13.6,-2.2,5.6,0.00,0.00
2019-03-22,15.1,0.8,7.7,0.00,0.00
2019-03-23,15.4,2.0,8.3,0.00,0.00
2019-03-24,16.1,3.0,9.2,0.20,0.00
2019-03-25,9.6,1.9,5.8,0.50,12.32
2019-03-26,5.7,2.0,3.6,0.10,8.61
2019-03-27,8.1,0.1,4.4,0.00,0.00
2019-03-28,9.5,-0.4,5.1,0.00,0.00
2019-03-29,13.9,0.2,6.6,0.00,0.00
2019-03-30,13.5,0.4,7.1,0.00,0.00
2019-03-31,13.6,1.5,7.5,0.00,0.00
2019-04-01,16.2,2.3,8.4,0.00,0.00
2019-04-02,14.0,4.6,8.7,0.20,0.00
2019-04-03,10.8,4.6,8.0,0.10,3.57
2019-04-04,5.9,3.3,4.1,0.00,48.23
2019-04-05,9.3,2.5,6.0,0.00,1.19
2019-04-06,11.7,3.8,7.2,0.00,0.00
2019-04-07,9.0,5.4,7.3,1.20,1.47
2019-04-08,9.3,6.7,7.9,0.30,1.19
2019-04-09,11.3,5.2,8.2,0.20,0.42
2019-04-10,10.7,4.9,8.2,0.90,0.28
2019-04-11,8.5,6.7,7.7,2.50,2.24
2019-04-12,7.9,5.6,6.4,0.00,0.49
2019-04-13,7.5,4.3,5.7,0.10,3.43
2019-04-14,4.2,2.8,3.6,0.00,3.85
2019-04-15,13.7,1.4,7.9,0.00,0.00
2019-04-16,13.8,4.4,8.8,0.90,0.00
2019-04-17,15.0,5.2,10.3,1.00,0.00
