latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.502636,6.7897267,461.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2019-02-23,10.0,1.8,5.1,0.00,0.00
2019-02-24,11.4,0.2,4.0,0.00,0.00
2019-02-25,11.5,0.5,4.5,0.00,0.00
2019-02-26,14.7,0.8,5.7,0.00,0.00
2019-02-27,15.3,0.2,6.9,0.00,0.00
2019-02-28,14.9,3.8,8.8,0.00,0.00
2019-03-01,7.7,4.6,6.3,8.70,0.07
2019-03-02,7.5,4.1,5.9,1.50,0.00
2019-03-03,9.6,3.2,6.5,0.00,0.00
2019-03-04,10.3,4.2,6.4,9.00,0.00
2019-03-05,9.7,3.8,6.1,1.80,0.21
2019-03-06,11.4,1.9,6.7,0.00,0.00
2019-03-07,10.7,3.2,7.0,12.50,0.00
2019-03-08,8.0,3.6,5.5,3.50,0.91
2019-03-09,9.1,4.9,6.8,4.50,0.00
2019-03-10,12.0,6.4,9.1,19.00,0.00
2019-03-11,5.8,-0.7,3.4,3.40,1.12
2019-03-12,7.7,-0.6,3.1,0.00,0.42
2019-03-13,8.7,3.1,4.9,7.20,2.03
2019-03-14,5.6,3.2,4.1,11.20,3.78
2019-03-15,10.4,5.1,8.0,14.10,0.63
2019-03-16,12.7,6.8,8.9,2.40,0.00
2019-03-17,14.6,3.2,7.9,4.80,0.00
2019-03-18,6.1,1.9,3.9,1.00,1.26
2019-03-19,8.8,0.4,4.6,0.00,0.00
2019-03-20,10.3,1.1,5.4,0.00,0.00
2019-03-21,12.4,1.5,5.7,0.00,0.00
2019-03-22,15.6,1.9,8.4,0.00,0.00
2019-03-23,17.6,3.9,10.0,0.00,0.00
2019-03-24,15.8,3.4,9.4,0.00,0.00
2019-03-25,11.2,3.8,7.4,0.00,0.00
2019-03-26,8.7,2.5,5.1,0.00,1.96
2019-03-27,11.3,1.6,5.9,0.00,0.00
2019-03-28,12.6,3.5,7.1,0.00,0.00
2019-03-29,13.6,2.6,7.6,0.00,0.00
2019-03-30,14.5,3.7,9.1,0.00,0.00
2019-03-31,17.2,4.0,10.3,0.00,0.00
2019-04-01,15.6,3.6,9.5,0.00,0.00
2019-04-02,15.2,5.8,10.8,0.00,0.00
2019-04-03,9.9,2.5,6.0,13.40,8.19
2019-04-04,4.7,2.1,3.1,1.30,16.80
2019-04-05,8.8,0.4,4.6,0.00,0.00
2019-04-06,13.8,2.6,8.0,0.20,0.00
2019-04-07,9.8,6.0,7.2,7.50,0.00
2019-04-08,12.4,4.4,8.4,1.30,0.00
2019-04-09,14.2,4.1,8.9,0.20,0.00
2019-04-10,13.4,4.6,8.9,0.30,0.00
2019-04-11,11.0,7.0,8.9,0.00,0.00
2019-04-12,12.6,5.9,8.6,0.00,0.00
2019-04-13,9.2,3.1,6.2,0.40,0.00
2019-04-14,7.8,1.6,4.3,0.50,0.21
2019-04-15,13.7,2.6,7.3,0.00,0.00
2019-04-16,10.1,5.2,8.0,2.00,0.00
2019-04-17,16.0,6.8,11.2,0.00,0.00
2019-04-18,19.0,6.1,12.6,0.00,0.00
2019-04-19,19.0,8.8,13.9,0.00,0.00
2019-04-20,20.1,7.1,13.3,0.00,0.00
2019-04-21,17.8,7.8,13.0,0.00,0.00
2019-04-22,22.0,8.3,14.8,0.10,0.00
2019-04-23,19.0,11.7,15.0,0.40,0.00
2019-04-24,17.1,8.1,11.5,8.20,0.00
2019-04-25,19.7,6.9,12.5,1.50,0.00
2019-04-26,11.6,5.2,8.4,14.90,0.00
2019-04-27,11.4,6.5,8.7,11.20,0.00
2019-04-28,6.8,4.5,5.5,6.80,0.00
2019-04-29,11.4,4.8,7.8,2.20,0.00
2019-04-30,14.7,5.5,10.1,0.00,0.00
2019-05-01,16.9,5.2,11.2,0.00,0.00
2019-05-02,12.5,7.5,9.9,7.50,0.00
2019-05-03,13.5,8.2,10.2,8.30,0.00
2019-05-04,10.1,3.0,7.5,4.00,2.52
2019-05-05,7.1,2.1,4.2,1.20,1.96
2019-05-06,10.6,2.8,6.6,0.00,0.00
2019-05-07,12.7,2.9,8.3,0.00,0.00
2019-05-08,11.7,8.1,9.9,29.70,0.00
2019-05-09,12.7,5.8,9.7,6.60,0.00
2019-05-10,14.1,9.1,11.3,1.70,0.00
2019-05-11,13.6,8.1,11.1,15.70,0.00
2019-05-12,12.3,6.2,9.1,0.50,0.00
