latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.994724,7.0129867,450.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-07-18,27.4,18.4,22.7,0.00,0.00
2018-07-19,27.6,18.2,22.8,0.00,0.00
2018-07-20,26.3,17.7,21.3,12.00,0.00
2018-07-21,20.4,16.6,18.7,12.30,0.00
2018-07-22,23.9,16.9,20.5,0.00,0.00
2018-07-23,24.9,17.8,21.4,0.60,0.00
2018-07-24,27.7,15.8,22.3,0.00,0.00
2018-07-25,28.2,19.6,24.0,0.60,0.00
2018-07-26,30.2,20.2,25.3,0.00,0.00
2018-07-27,29.9,20.9,25.5,0.00,0.00
2018-07-28,26.4,19.2,22.2,6.70,0.00
2018-07-29,27.5,17.2,22.7,0.60,0.00
2018-07-30,30.6,19.1,25.3,0.00,0.00
2018-07-31,31.2,21.5,25.9,0.00,0.00
2018-08-01,30.8,20.3,25.6,0.30,0.00
2018-08-02,29.6,19.4,24.4,0.10,0.00
2018-08-03,31.4,21.0,26.1,0.00,0.00
2018-08-04,31.2,21.5,26.3,0.00,0.00
2018-08-05,31.5,19.9,26.0,0.00,0.00
2018-08-06,30.8,22.3,26.3,0.00,0.00
2018-08-07,30.1,20.5,25.1,0.70,0.00
2018-08-08,28.8,20.1,24.8,0.10,0.00
2018-08-09,28.6,19.0,21.8,6.00,0.00
2018-08-10,22.9,14.7,18.9,0.20,0.00
2018-08-11,24.8,16.5,20.4,0.00,0.00
2018-08-12,28.2,15.3,21.5,0.00,0.00
2018-08-13,23.7,18.0,20.7,7.90,0.00
2018-08-14,21.4,16.3,18.8,7.50,0.00
2018-08-15,25.5,16.0,20.5,0.00,0.00
2018-08-16,27.1,16.1,21.9,0.00,0.00
2018-08-17,24.3,19.0,22.1,5.20,0.00
2018-08-18,24.0,17.8,20.7,0.90,0.00
2018-08-19,26.8,17.6,22.4,0.00,0.00
2018-08-20,28.3,19.5,23.4,0.00,0.00
2018-08-21,28.4,17.6,22.9,0.10,0.00
2018-08-22,28.7,20.3,24.1,0.40,0.00
2018-08-23,27.2,20.0,23.5,0.40,0.00
2018-08-24,23.1,14.9,19.1,3.60,0.00
2018-08-25,17.7,11.6,14.4,2.30,0.00
